CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13813.0,39,4,1366.8600000000001,3,3,3,333,At Risk
13814.0,91,2,1579.12,2,2,3,223,At Risk
13815.0,21,4,4027.36,3,3,4,334,At Risk
13816.0,23,2,571.6700000000001,3,2,2,322,At Risk
13817.0,28,2,382.98,3,2,2,322,At Risk
13819.0,301,3,1140.35,1,3,3,133,At Risk
13821.0,144,2,385.64,1,2,2,122,At Risk
13822.0,5,2,632.0,4,2,2,422,Loyal Customer
13823.0,18,2,957.66,3,2,3,323,At Risk
13824.0,32,5,1698.94,3,4,4,344,At Risk
13826.0,175,1,189.5,1,1,1,111,At Risk
13827.0,57,3,412.05,2,3,2,232,At Risk
13828.0,21,1,209.49,3,1,1,311,At Risk
13831.0,15,6,2202.99,4,4,4,444,High Score
13832.0,18,1,52.199999999999996,3,1,1,311,At Risk
13833.0,158,1,384.8,1,1,2,112,At Risk
13835.0,24,4,834.57,3,3,3,333,At Risk
13837.0,211,2,271.24,1,2,1,121,At Risk
13838.0,5,4,691.73,4,3,3,433,Loyal Customer
13841.0,252,1,85.0,1,1,1,111,At Risk
13842.0,58,9,3385.62,2,4,4,244,At Risk
13844.0,10,1,361.62,4,1,2,412,Loyal Customer
13845.0,64,1,312.98,2,1,2,212,At Risk
13846.0,24,3,865.0600000000001,3,3,3,333,At Risk
13848.0,91,3,1255.0,2,3,3,233,At Risk
13849.0,51,2,1537.95,2,2,3,223,At Risk
13850.0,128,1,1595.48,2,1,3,213,At Risk
13851.0,95,3,2651.46,2,3,4,234,At Risk
13853.0,56,1,1090.14,2,1,3,213,At Risk
13854.0,8,25,8109.5199999999995,4,4,4,444,High Score
13856.0,168,3,388.5,1,3,2,132,At Risk
13858.0,56,1,216.17,2,1,1,211,At Risk
13859.0,325,1,201.16,1,1,1,111,At Risk
13860.0,0,5,1245.9,4,4,3,443,Loyal Customer
13862.0,17,8,2209.36,4,4,4,444,High Score
13863.0,247,1,305.78,1,1,1,111,At Risk
13865.0,57,4,501.56,2,3,2,232,At Risk
13866.0,73,1,145.67000000000002,2,1,1,211,At Risk
13867.0,30,3,1015.29,3,3,3,333,At Risk
13868.0,6,2,3192.54,4,2,4,424,Loyal Customer
13869.0,122,4,3104.95,2,3,4,234,At Risk
13870.0,1,8,2770.94,4,4,4,444,High Score
13871.0,22,13,6403.25,3,4,4,344,At Risk
13873.0,119,3,389.6,2,3,2,232,At Risk
13874.0,357,1,540.45,1,1,2,112,At Risk
13875.0,53,5,1786.79,2,4,4,244,At Risk
13876.0,63,1,122.7,2,1,1,211,At Risk
13877.0,85,1,117.24,2,1,1,211,At Risk
13878.0,54,1,1281.53,2,1,3,213,At Risk
13880.0,20,13,3219.77,3,4,4,344,At Risk
13881.0,3,20,17159.52,4,4,4,444,High Score
13882.0,2,5,1191.13,4,4,3,443,Loyal Customer
13883.0,10,5,2674.48,4,4,4,444,High Score
13884.0,6,5,787.6,4,4,3,443,Loyal Customer
13885.0,188,2,506.8,1,2,2,122,At Risk
13886.0,70,1,243.56,2,1,1,211,At Risk
13887.0,203,1,349.55,1,1,2,112,At Risk
13888.0,119,2,605.63,2,2,2,222,At Risk
13889.0,92,1,416.90000000000003,2,1,2,212,At Risk
13890.0,0,10,1883.8100000000002,4,4,4,444,High Score
13892.0,26,4,632.97,3,3,2,332,At Risk
13893.0,297,1,821.1,1,1,3,113,At Risk
13894.0,23,3,564.62,3,3,2,332,At Risk
13895.0,27,4,2593.07,3,3,4,334,At Risk
13897.0,49,1,311.16,3,1,2,312,At Risk
13898.0,325,1,155.93,1,1,1,111,At Risk
13899.0,15,2,388.52,4,2,2,422,Loyal Customer
13900.0,182,3,740.95,1,3,3,133,At Risk
13901.0,71,5,2867.2,2,4,4,244,At Risk
13904.0,36,2,332.64,3,2,2,322,At Risk
13908.0,79,4,2369.55,2,3,4,234,At Risk
13911.0,56,9,2580.91,2,4,4,244,At Risk
13914.0,11,2,626.45,4,2,2,422,Loyal Customer
13917.0,49,2,272.04,3,2,1,321,At Risk
13918.0,49,2,1212.8400000000001,3,2,3,323,At Risk
13919.0,58,2,384.81,2,2,2,222,At Risk
13922.0,351,1,172.25,1,1,1,111,At Risk
13923.0,53,1,351.13,2,1,2,212,At Risk
13924.0,1,6,1838.8500000000001,4,4,4,444,High Score
13925.0,92,4,678.25,2,3,3,233,At Risk
13926.0,22,1,223.85000000000002,3,1,1,311,At Risk
13927.0,74,1,348.99,2,1,2,212,At Risk
13928.0,10,4,464.57,4,3,2,432,Loyal Customer
13929.0,168,2,842.65,1,2,3,123,At Risk
13930.0,57,2,337.34,2,2,2,222,At Risk
13931.0,95,2,1237.53,2,2,3,223,At Risk
13932.0,294,1,307.4,1,1,1,111,At Risk
13933.0,108,2,608.7900000000001,2,2,2,222,At Risk
13934.0,263,1,922.1,1,1,3,113,At Risk
13936.0,179,1,376.58,1,1,2,112,At Risk
13937.0,168,1,158.85,1,1,1,111,At Risk
13938.0,34,1,71.66,3,1,1,311,At Risk
13939.0,22,3,568.55,3,3,2,332,At Risk
13940.0,16,4,839.14,4,3,3,433,Loyal Customer
13941.0,21,5,5112.96,3,4,4,344,At Risk
13946.0,78,3,561.5699999999999,2,3,2,232,At Risk
13947.0,64,1,90.6,2,1,1,211,At Risk
13948.0,360,1,102.0,1,1,1,111,At Risk
13949.0,2,6,2427.32,4,4,4,444,High Score
13950.0,10,4,745.06,4,3,3,433,Loyal Customer
13951.0,175,3,674.45,1,3,2,132,At Risk
13952.0,217,2,3251.071,1,2,4,124,At Risk
13953.0,6,7,3515.68,4,4,4,444,High Score
13954.0,1,2,439.92,4,2,2,422,Loyal Customer
13955.0,153,2,322.96,1,2,2,122,At Risk
13956.0,4,5,1026.42,4,4,3,443,Loyal Customer
13959.0,78,3,598.2,2,3,2,232,At Risk
13960.0,20,2,230.22,3,2,1,321,At Risk
13962.0,21,2,169.55,3,2,1,321,At Risk
13963.0,307,4,664.54,1,3,2,132,At Risk
13967.0,145,1,80.7,1,1,1,111,At Risk
13969.0,6,18,9053.94,4,4,4,444,High Score
13971.0,18,8,2758.26,3,4,4,344,At Risk
13972.0,70,2,190.25,2,2,1,221,At Risk
13973.0,286,1,264.7,1,1,1,111,At Risk
13974.0,48,1,413.59000000000003,3,1,2,312,At Risk
13975.0,30,6,2526.28,3,4,4,344,At Risk
13976.0,206,1,357.98,1,1,2,112,At Risk
13978.0,14,2,196.79000000000002,4,2,1,421,Loyal Customer
13979.0,72,1,869.87,2,1,3,213,At Risk
13980.0,59,1,200.14,2,1,1,211,At Risk
13982.0,38,4,1871.81,3,3,4,334,At Risk
13983.0,29,12,2603.43,3,4,4,344,At Risk
13984.0,26,5,920.51,3,4,3,343,At Risk
13985.0,3,15,7060.13,4,4,4,444,High Score
13986.0,16,1,320.46,4,1,2,412,Loyal Customer
13988.0,19,6,4147.96,3,4,4,344,At Risk
13989.0,65,2,1266.08,2,2,3,223,At Risk
13990.0,212,1,311.3,1,1,2,112,At Risk
13991.0,11,6,855.97,4,4,3,443,Loyal Customer
13992.0,29,1,76.8,3,1,1,311,At Risk
13993.0,42,9,3466.36,3,4,4,344,At Risk
13994.0,3,6,2313.14,4,4,4,444,High Score
13995.0,14,5,1393.69,4,4,3,443,Loyal Customer
13999.0,9,12,3901.81,4,4,4,444,High Score
14000.0,210,1,635.66,1,1,2,112,At Risk
14001.0,45,3,2043.0800000000002,3,3,4,334,At Risk
14002.0,133,2,529.73,2,2,2,222,At Risk
14004.0,42,7,4582.64,3,4,4,344,At Risk
14005.0,9,5,2874.72,4,4,4,444,High Score
14006.0,115,3,962.19,2,3,3,233,At Risk
14009.0,197,2,695.61,1,2,3,123,At Risk
14012.0,277,1,328.8,1,1,2,112,At Risk
14013.0,109,3,473.02,2,3,2,232,At Risk
14014.0,76,1,505.18,2,1,2,212,At Risk
14015.0,52,1,917.34,2,1,3,213,At Risk
14016.0,161,4,4341.21,1,3,4,134,At Risk
14019.0,46,3,1421.61,3,3,3,333,At Risk
14020.0,16,2,642.8,4,2,2,422,Loyal Customer
14021.0,154,3,631.9,1,3,2,132,At Risk
14022.0,224,1,440.0,1,1,2,112,At Risk
14023.0,6,2,584.07,4,2,2,422,Loyal Customer
14024.0,121,2,327.7,2,2,2,222,At Risk
14027.0,60,1,104.82,2,1,1,211,At Risk
14029.0,62,2,467.66,2,2,2,222,At Risk
14030.0,17,8,2360.09,4,4,4,444,High Score
14031.0,6,19,17286.86,4,4,4,444,High Score
14032.0,1,11,2975.59,4,4,4,444,High Score
14034.0,21,3,651.8199999999999,3,3,2,332,At Risk
14035.0,28,5,1428.02,3,4,3,343,At Risk
14036.0,284,1,626.65,1,1,2,112,At Risk
14037.0,175,2,147.20000000000002,1,2,1,121,At Risk
14038.0,77,3,1560.38,2,3,3,233,At Risk
14039.0,32,1,152.2,3,1,1,311,At Risk
14040.0,40,12,3614.92,3,4,4,344,At Risk
14041.0,265,1,141.41,1,1,1,111,At Risk
14044.0,26,4,652.82,3,3,2,332,At Risk
14045.0,108,4,1659.75,2,3,3,233,At Risk
14046.0,283,1,154.99,1,1,1,111,At Risk
14047.0,8,5,1308.6100000000001,4,4,3,443,Loyal Customer
14048.0,304,1,409.93,1,1,2,112,At Risk
14049.0,16,4,5681.72,4,3,4,434,Loyal Customer
14050.0,31,2,746.36,3,2,3,323,At Risk
14051.0,0,23,15610.390000000001,4,4,4,444,High Score
14052.0,19,1,225.36,3,1,1,311,At Risk
14053.0,123,2,260.25,2,2,1,221,At Risk
14054.0,64,1,92.46,2,1,1,211,At Risk
14055.0,105,1,725.6400000000001,2,1,3,213,At Risk
14056.0,0,23,8214.65,4,4,4,444,High Score
14057.0,23,17,6217.96,3,4,4,344,At Risk
14059.0,266,1,183.6,1,1,1,111,At Risk
14060.0,4,19,6140.42,4,4,4,444,High Score
14062.0,9,12,10464.85,4,4,4,444,High Score
14064.0,28,5,1353.74,3,4,3,343,At Risk
14066.0,266,1,152.55,1,1,1,111,At Risk
14067.0,63,2,374.7,2,2,2,222,At Risk
14068.0,319,1,265.85,1,1,1,111,At Risk
14071.0,3,8,1438.82,4,4,3,443,Loyal Customer
14073.0,31,1,151.04,3,1,1,311,At Risk
14075.0,4,3,942.26,4,3,3,433,Loyal Customer
14076.0,128,1,122.47,2,1,1,211,At Risk
14077.0,40,5,499.41999999999996,3,4,2,342,At Risk
14078.0,101,6,1049.37,2,4,3,243,At Risk
14079.0,124,1,375.1,2,1,2,212,At Risk
14080.0,32,1,45.599999999999994,3,1,1,311,At Risk
14081.0,301,2,934.52,1,2,3,123,At Risk
14082.0,364,1,182.25,1,1,1,111,At Risk
14083.0,3,9,1018.43,4,4,3,443,Loyal Customer
14085.0,1,18,4448.54,4,4,4,444,High Score
14087.0,2,1,194.42,4,1,1,411,Loyal Customer
14088.0,9,13,50491.81,4,4,4,444,High Score
14089.0,56,1,161.0,2,1,1,211,At Risk
14090.0,324,1,76.32000000000001,1,1,1,111,At Risk
14092.0,7,14,4076.91,4,4,4,444,High Score
14093.0,11,1,442.85,4,1,2,412,Loyal Customer
14096.0,3,17,65164.79,4,4,4,444,High Score
14098.0,36,1,147.35,3,1,1,311,At Risk
14099.0,15,11,3104.17,4,4,4,444,High Score
14100.0,137,1,194.9,2,1,1,211,At Risk
14101.0,73,6,5976.79,2,4,4,244,At Risk
14102.0,4,5,1360.28,4,4,3,443,Loyal Customer
14104.0,154,2,216.20999999999998,1,2,1,121,At Risk
14105.0,238,1,1266.23,1,1,3,113,At Risk
14107.0,51,7,2703.23,2,4,4,244,At Risk
14108.0,30,2,597.91,3,2,2,322,At Risk
14109.0,72,1,144.2,2,1,1,211,At Risk
14110.0,3,12,5683.15,4,4,4,444,High Score
14111.0,13,4,692.85,4,3,3,433,Loyal Customer
14112.0,22,7,2915.15,3,4,4,344,At Risk
14113.0,3,4,1840.42,4,3,4,434,Loyal Customer
14114.0,273,2,386.53,1,2,2,122,At Risk
14116.0,19,5,1382.74,3,4,3,343,At Risk
14117.0,143,1,90.0,1,1,1,111,At Risk
14121.0,3,4,2780.15,4,3,4,434,Loyal Customer
14124.0,83,1,419.58000000000004,2,1,2,212,At Risk
14125.0,10,3,2740.43,4,3,4,434,Loyal Customer
14126.0,7,3,706.1300000000001,4,3,3,433,Loyal Customer
14127.0,122,3,709.71,2,3,3,233,At Risk
14128.0,60,2,637.5,2,2,2,222,At Risk
14129.0,1,5,1123.8600000000001,4,4,3,443,Loyal Customer
14130.0,318,1,483.86,1,1,2,112,At Risk
14132.0,1,11,3586.0299999999997,4,4,4,444,High Score
14133.0,129,3,605.64,2,3,2,232,At Risk
14135.0,1,15,4690.31,4,4,4,444,High Score
14138.0,1,2,982.3800000000001,4,2,3,423,Loyal Customer
14139.0,45,1,415.82,3,1,2,312,At Risk
14140.0,3,2,935.05,4,2,3,423,Loyal Customer
14141.0,2,4,915.13,4,3,3,433,Loyal Customer
14142.0,372,1,311.81,1,1,2,112,At Risk
14143.0,133,1,115.8,2,1,1,211,At Risk
14145.0,46,4,3742.2,3,3,4,334,At Risk
14146.0,8,5,4191.0,4,4,4,444,High Score
14147.0,77,2,483.4,2,2,2,222,At Risk
14148.0,233,1,157.2,1,1,1,111,At Risk
14149.0,220,1,446.62,1,1,2,112,At Risk
14150.0,35,2,658.64,3,2,2,322,At Risk
14152.0,74,2,621.29,2,2,2,222,At Risk
14154.0,238,2,1345.62,1,2,3,123,At Risk
14155.0,265,1,118.75,1,1,1,111,At Risk
14156.0,9,55,117379.63,4,4,4,444,High Score
14157.0,19,2,432.88,3,2,2,322,At Risk
14158.0,39,1,507.66,3,1,2,312,At Risk
14159.0,19,11,4693.01,3,4,4,344,At Risk
14161.0,215,3,1110.52,1,3,3,133,At Risk
14162.0,173,2,289.36,1,2,1,121,At Risk
14163.0,86,4,2445.91,2,3,4,234,At Risk
14164.0,70,2,1631.77,2,2,3,223,At Risk
14165.0,275,1,122.53999999999999,1,1,1,111,At Risk
14167.0,38,4,574.84,3,3,2,332,At Risk
14171.0,97,1,363.79,2,1,2,212,At Risk
14173.0,10,4,450.84,4,3,2,432,Loyal Customer
14174.0,32,1,134.46,3,1,1,311,At Risk
14175.0,59,3,3222.3,2,3,4,234,At Risk
14176.0,296,4,576.9000000000001,1,3,2,132,At Risk
14177.0,85,4,559.41,2,3,2,232,At Risk
14178.0,8,7,1620.93,4,4,3,443,Loyal Customer
14179.0,40,2,719.78,3,2,3,323,At Risk
14180.0,10,25,4748.52,4,4,4,444,High Score
14184.0,66,1,452.89,2,1,2,212,At Risk
14185.0,330,1,197.65,1,1,1,111,At Risk
14188.0,30,6,2054.36,3,4,4,344,At Risk
14189.0,1,15,4654.08,4,4,4,444,High Score
14191.0,1,13,4684.76,4,4,4,444,High Score
14193.0,67,2,853.39,2,2,3,223,At Risk
14194.0,4,21,11349.52,4,4,4,444,High Score
14195.0,201,2,1012.0,1,2,3,123,At Risk
14196.0,106,1,335.52,2,1,2,212,At Risk
14198.0,17,4,701.4,4,3,3,433,Loyal Customer
14199.0,217,1,185.39999999999998,1,1,1,111,At Risk
14201.0,59,7,747.44,2,4,3,243,At Risk
14204.0,1,1,161.03,4,1,1,411,Loyal Customer
14205.0,16,2,466.7,4,2,2,422,Loyal Customer
14206.0,238,1,328.15999999999997,1,1,2,112,At Risk
14208.0,94,1,151.74,2,1,1,211,At Risk
14209.0,10,6,2073.43,4,4,4,444,High Score
14210.0,105,6,1905.8400000000001,2,4,4,244,At Risk
14211.0,52,9,2241.1,2,4,4,244,At Risk
14212.0,89,1,1070.48,2,1,3,213,At Risk
14214.0,30,5,1004.38,3,4,3,343,At Risk
14215.0,11,6,1789.72,4,4,4,444,High Score
14216.0,2,4,1839.3,4,3,4,434,Loyal Customer
14217.0,1,17,2004.98,4,4,4,444,High Score
14218.0,42,1,169.48000000000002,3,1,1,311,At Risk
14219.0,3,1,89.94,4,1,1,411,Loyal Customer
14220.0,246,2,632.4,1,2,2,122,At Risk
14221.0,41,9,3432.8,3,4,4,344,At Risk
14222.0,176,1,683.17,1,1,3,113,At Risk
14223.0,91,3,991.13,2,3,3,233,At Risk
14224.0,109,4,1050.12,2,3,3,233,At Risk
14226.0,28,5,2232.19,3,4,4,344,At Risk
14227.0,25,10,3350.96,3,4,4,344,At Risk
14229.0,51,3,1547.2,2,3,3,233,At Risk
14231.0,183,3,925.71,1,3,3,133,At Risk
14232.0,42,5,2048.07,3,4,4,344,At Risk
14233.0,48,4,1462.72,3,3,3,333,At Risk
14234.0,21,4,775.46,3,3,3,333,At Risk
14235.0,74,5,3144.86,2,4,4,244,At Risk
14236.0,80,2,490.86,2,2,2,222,At Risk
14237.0,372,1,161.0,1,1,1,111,At Risk
14238.0,325,1,146.85,1,1,1,111,At Risk
14239.0,42,11,2380.85,3,4,4,344,At Risk
14240.0,29,2,890.34,3,2,3,323,At Risk
14241.0,183,1,213.70000000000002,1,1,1,111,At Risk
14242.0,234,2,280.55,1,2,1,121,At Risk
14243.0,8,10,2588.77,4,4,4,444,High Score
14245.0,219,2,1693.45,1,2,4,124,At Risk
14246.0,110,3,1474.06,2,3,3,233,At Risk
14247.0,277,1,136.76999999999998,1,1,1,111,At Risk
14248.0,317,1,302.58,1,1,1,111,At Risk
14250.0,6,3,1904.05,4,3,4,434,Loyal Customer
14251.0,1,5,2879.7000000000003,4,4,4,444,High Score
14256.0,259,2,969.0600000000001,1,2,3,123,At Risk
14257.0,63,5,3099.7200000000003,2,4,4,244,At Risk
14258.0,8,9,12669.98,4,4,4,444,High Score
14259.0,141,1,120.0,2,1,1,211,At Risk
14261.0,50,2,1163.45,3,2,3,323,At Risk
14262.0,7,8,2618.23,4,4,4,444,High Score
14264.0,154,2,333.97,1,2,2,122,At Risk
14265.0,108,2,530.18,2,2,2,222,At Risk
14267.0,162,3,1516.24,1,3,3,133,At Risk
14270.0,331,1,492.65000000000003,1,1,2,112,At Risk
14271.0,225,1,112.32,1,1,1,111,At Risk
14272.0,73,2,437.96,2,2,2,222,At Risk
14273.0,50,4,559.97,3,3,2,332,At Risk
14276.0,98,3,1119.74,2,3,3,233,At Risk
14277.0,14,3,4216.2,4,3,4,434,Loyal Customer
14280.0,196,1,134.04,1,1,1,111,At Risk
14282.0,2,15,3729.34,4,4,4,444,High Score
14284.0,30,2,595.25,3,2,2,322,At Risk
14285.0,20,4,1910.01,3,3,4,334,At Risk
14286.0,23,3,4628.75,3,3,4,334,At Risk
14287.0,7,3,176.63,4,3,1,431,Loyal Customer
14288.0,212,1,426.6,1,1,2,112,At Risk
14289.0,8,6,911.26,4,4,3,443,Loyal Customer
14290.0,10,5,2314.65,4,4,4,444,High Score
14291.0,1,11,3883.25,4,4,4,444,High Score
14292.0,7,9,4871.93,4,4,4,444,High Score
14293.0,2,4,1046.56,4,3,3,433,Loyal Customer
14295.0,39,1,166.20000000000002,3,1,1,311,At Risk
14297.0,17,4,1305.33,4,3,3,433,Loyal Customer
14298.0,7,44,51527.3,4,4,4,444,High Score
14299.0,7,9,3965.62,4,4,4,444,High Score
14300.0,18,1,43.2,3,1,1,311,At Risk
14301.0,116,1,640.14,2,1,2,212,At Risk
14304.0,222,1,383.45,1,1,2,112,At Risk
14305.0,70,3,1858.96,2,3,4,234,At Risk
14306.0,50,2,2093.32,3,2,4,324,At Risk
14307.0,88,6,2995.72,2,4,4,244,At Risk
14309.0,7,9,2352.53,4,4,4,444,High Score
14311.0,242,1,310.26,1,1,2,112,At Risk
14312.0,46,6,1611.59,3,4,3,343,At Risk
14314.0,106,1,120.0,2,1,1,211,At Risk
14315.0,44,6,2481.13,3,4,4,344,At Risk
14317.0,64,1,508.58000000000004,2,1,2,212,At Risk
14320.0,206,2,477.79,1,2,2,122,At Risk
14321.0,10,5,1530.75,4,4,3,443,Loyal Customer
14323.0,114,2,605.0600000000001,2,2,2,222,At Risk
14326.0,241,1,183.85,1,1,1,111,At Risk
14327.0,162,1,311.65,1,1,2,112,At Risk
14329.0,16,7,5014.84,4,4,4,444,High Score
14331.0,123,2,462.65999999999997,2,2,2,222,At Risk
14332.0,22,3,866.31,3,3,3,333,At Risk
14333.0,67,1,415.2,2,1,2,212,At Risk
14334.0,16,8,2552.21,4,4,4,444,High Score
14335.0,15,2,468.26,4,2,2,422,Loyal Customer
14336.0,16,4,1614.91,4,3,3,433,Loyal Customer
14338.0,160,2,588.22,1,2,2,122,At Risk
14339.0,242,1,309.52,1,1,2,112,At Risk
14340.0,218,1,134.7,1,1,1,111,At Risk
14341.0,44,8,2182.28,3,4,4,344,At Risk
14342.0,20,4,668.5600000000001,3,3,2,332,At Risk
14344.0,126,8,889.9300000000001,2,4,3,243,At Risk
14345.0,38,1,108.97999999999999,3,1,1,311,At Risk
14346.0,120,2,1021.58,2,2,3,223,At Risk
14348.0,259,1,409.57,1,1,2,112,At Risk
14349.0,9,1,133.5,4,1,1,411,Loyal Customer
14350.0,273,1,282.93,1,1,1,111,At Risk
14351.0,164,1,51.0,1,1,1,111,At Risk
14352.0,156,4,1078.96,1,3,3,133,At Risk
14353.0,214,1,90.6,1,1,1,111,At Risk
14354.0,5,2,163.62,4,2,1,421,Loyal Customer
14355.0,365,1,174.4,1,1,1,111,At Risk
14356.0,79,2,701.23,2,2,3,223,At Risk
14357.0,42,1,225.77,3,1,1,311,At Risk
14359.0,18,3,912.18,3,3,3,333,At Risk
14360.0,31,4,2128.23,3,3,4,334,At Risk
14362.0,21,1,161.2,3,1,1,311,At Risk
14364.0,108,8,3717.35,2,4,4,244,At Risk
14367.0,7,16,9261.52,4,4,4,444,High Score
14368.0,319,1,155.0,1,1,1,111,At Risk
14371.0,294,1,100.5,1,1,1,111,At Risk
14373.0,357,1,76.55,1,1,1,111,At Risk
14375.0,184,1,257.68,1,1,1,111,At Risk
14377.0,190,2,617.05,1,2,2,122,At Risk
14379.0,43,2,348.1,3,2,2,322,At Risk
14381.0,51,1,202.68,2,1,1,211,At Risk
14382.0,25,1,626.0699999999999,3,1,2,312,At Risk
14383.0,37,3,1247.69,3,3,3,333,At Risk
14385.0,8,3,202.11,4,3,1,431,Loyal Customer
14386.0,296,1,142.4,1,1,1,111,At Risk
14387.0,32,3,1770.56,3,3,4,334,At Risk
14388.0,9,8,3212.84,4,4,4,444,High Score
14389.0,64,2,1043.46,2,2,3,223,At Risk
14390.0,9,9,4652.82,4,4,4,444,High Score
14393.0,217,1,67.95,1,1,1,111,At Risk
14395.0,1,9,3507.71,4,4,4,444,High Score
14396.0,64,2,487.99,2,2,2,222,At Risk
14397.0,2,19,2612.96,4,4,4,444,High Score
14400.0,148,1,574.7,1,1,2,112,At Risk
14401.0,3,13,4051.48,4,4,4,444,High Score
14403.0,129,4,1475.81,2,3,3,233,At Risk
14404.0,33,6,1474.32,3,4,3,343,At Risk
14406.0,118,1,156.75,2,1,1,211,At Risk
14407.0,106,6,2157.73,2,4,4,244,At Risk
14408.0,10,7,2606.53,4,4,4,444,High Score
14409.0,70,6,2059.4500000000003,2,4,4,244,At Risk
14410.0,91,9,1105.07,2,4,3,243,At Risk
14411.0,310,1,1063.0,1,1,3,113,At Risk
14412.0,42,2,770.03,3,2,3,323,At Risk
14413.0,361,1,122.7,1,1,1,111,At Risk
14414.0,91,7,1496.98,2,4,3,243,At Risk
14415.0,0,13,5900.28,4,4,4,444,High Score
14416.0,21,2,490.22,3,2,2,322,At Risk
14418.0,3,3,1937.25,4,3,4,434,Loyal Customer
14419.0,10,6,1058.06,4,4,3,443,Loyal Customer
14420.0,98,1,387.52,2,1,2,212,At Risk
14421.0,56,2,813.11,2,2,3,223,At Risk
14422.0,0,6,4263.64,4,4,4,444,High Score
14423.0,217,1,265.2,1,1,1,111,At Risk
14424.0,17,1,322.08,4,1,2,412,Loyal Customer
14426.0,23,10,4481.67,3,4,4,344,At Risk
14427.0,49,2,363.34000000000003,3,2,2,322,At Risk
14428.0,6,5,1244.83,4,4,3,443,Loyal Customer
14431.0,302,1,470.36,1,1,2,112,At Risk
14432.0,9,6,2255.51,4,4,4,444,High Score
14434.0,21,6,1372.8,3,4,3,343,At Risk
14436.0,98,1,89.06,2,1,1,211,At Risk
14437.0,365,1,63.0,1,1,1,111,At Risk
14438.0,305,1,131.9,1,1,1,111,At Risk
14439.0,319,1,2661.24,1,1,4,114,At Risk
14440.0,7,5,2357.6800000000003,4,4,4,444,High Score
14441.0,0,4,1712.89,4,3,4,434,Loyal Customer
14442.0,204,2,1589.82,1,2,3,123,At Risk
14443.0,53,4,1420.2,2,3,3,233,At Risk
14446.0,0,4,1039.58,4,3,3,433,Loyal Customer
14447.0,18,5,1163.23,3,4,3,343,At Risk
14448.0,8,2,375.35,4,2,2,422,Loyal Customer
14449.0,18,4,907.1,3,3,3,333,At Risk
14450.0,180,3,483.25,1,3,2,132,At Risk
14451.0,59,2,662.59,2,2,2,222,At Risk
14452.0,10,2,264.44,4,2,1,421,Loyal Customer
14453.0,189,1,119.93,1,1,1,111,At Risk
14456.0,4,9,3062.4,4,4,4,444,High Score
14457.0,310,1,113.64,1,1,1,111,At Risk
14459.0,154,1,1837.92,1,1,4,114,At Risk
14460.0,109,3,434.34,2,3,2,232,At Risk
14461.0,147,3,2103.06,1,3,4,134,At Risk
14462.0,65,11,2004.02,2,4,4,244,At Risk
14463.0,97,3,529.62,2,3,2,232,At Risk
14465.0,246,3,1058.6200000000001,1,3,3,133,At Risk
14466.0,28,7,2272.4,3,4,4,344,At Risk
14467.0,17,4,598.76,4,3,2,432,Loyal Customer
14470.0,11,2,461.19,4,2,2,422,Loyal Customer
14472.0,103,8,1936.84,2,4,4,244,At Risk
14473.0,73,2,234.34000000000003,2,2,1,221,At Risk
14474.0,45,1,547.66,3,1,2,312,At Risk
14475.0,71,3,925.85,2,3,3,233,At Risk
14476.0,256,1,215.7,1,1,1,111,At Risk
14477.0,19,4,1309.6,3,3,3,333,At Risk
14479.0,253,2,316.25,1,2,2,122,At Risk
14480.0,10,1,279.05,4,1,1,411,Loyal Customer
14481.0,164,2,636.51,1,2,2,122,At Risk
14482.0,17,6,2068.15,4,4,4,444,High Score
14483.0,281,1,137.1,1,1,1,111,At Risk
14484.0,49,1,321.92,3,1,2,312,At Risk
14485.0,38,1,165.75,3,1,1,311,At Risk
14487.0,26,6,1196.33,3,4,3,343,At Risk
14488.0,67,1,1064.28,2,1,3,213,At Risk
14489.0,206,1,463.38,1,1,2,112,At Risk
14491.0,174,2,340.93,1,2,2,122,At Risk
14493.0,6,5,2383.2400000000002,4,4,4,444,High Score
14494.0,25,1,139.56,3,1,1,311,At Risk
14495.0,50,2,123.8,3,2,1,321,At Risk
14496.0,311,2,538.8100000000001,1,2,2,122,At Risk
14497.0,308,1,475.37,1,1,2,112,At Risk
14498.0,42,5,1957.32,3,4,4,344,At Risk
14499.0,25,3,815.32,3,3,3,333,At Risk
14500.0,87,3,356.85,2,3,2,232,At Risk
14501.0,183,2,251.21,1,2,1,121,At Risk
14502.0,19,11,2470.67,3,4,4,344,At Risk
14503.0,2,6,3543.26,4,4,4,444,High Score
14504.0,46,4,673.26,3,3,2,332,At Risk
14505.0,16,8,5905.64,4,4,4,444,High Score
14506.0,16,5,2012.17,4,4,4,444,High Score
14507.0,23,6,1383.18,3,4,3,343,At Risk
14508.0,21,2,276.42,3,2,1,321,At Risk
14511.0,10,5,1314.81,4,4,3,443,Loyal Customer
14512.0,187,2,275.28,1,2,1,121,At Risk
14513.0,100,3,455.59000000000003,2,3,2,232,At Risk
14514.0,60,3,1055.35,2,3,3,233,At Risk
14515.0,17,6,2102.09,3,4,4,344,At Risk
14517.0,32,2,330.45,3,2,2,322,At Risk
14518.0,63,1,174.37,2,1,1,211,At Risk
14520.0,1,2,270.6,4,2,1,421,Loyal Customer
